triple_id,subject,predicate,object,source_standard,clause,note,confidence,layer,scenario_id,subject_type,object_type,norm_predicate
489,SCN_背水面渗漏裂缝_凿槽嵌填,instance_of,RepairScenario,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.2.2,,high,scenario,SCN_背水面渗漏裂缝_凿槽嵌填,RepairScenario,Concept,instance_of
490,SCN_背水面渗漏裂缝_凿槽嵌填,has_defect,背水面渗漏裂缝,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.2.2,,high,scenario,SCN_背水面渗漏裂缝_凿槽嵌填,RepairScenario,Location,has_defect
491,SCN_背水面渗漏裂缝_凿槽嵌填,treated_by,凿槽嵌填法,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.2.2,,high,scenario,SCN_背水面渗漏裂缝_凿槽嵌填,RepairScenario,RepairMethod,treated_by
492,SCN_背水面渗漏裂缝_凿槽嵌填,requires,临时封堵措施,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.2.2,,high,scenario,SCN_背水面渗漏裂缝_凿槽嵌填,RepairScenario,Concept,requires
493,SCN_集中渗漏_低水压,instance_of,RepairScenario,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.1,,high,scenario,SCN_集中渗漏_低水压,RepairScenario,Concept,instance_of
494,SCN_集中渗漏_低水压,has_defect,集中渗漏,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.1,,high,scenario,SCN_集中渗漏_低水压,RepairScenario,DefectFeature,has_defect
495,SCN_集中渗漏_低水压,has_condition,水压≤0.1MPa,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.1,,high,scenario,SCN_集中渗漏_低水压,RepairScenario,DefectFeature,has_condition
496,SCN_集中渗漏_低水压,treated_by,直接堵漏法,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.1,,high,scenario,SCN_集中渗漏_低水压,RepairScenario,RepairMethod,treated_by
497,SCN_集中渗漏_低水压,treated_by,导管堵漏法,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.1,,high,scenario,SCN_集中渗漏_低水压,RepairScenario,RepairMethod,treated_by
498,SCN_集中渗漏_高水压,instance_of,RepairScenario,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.1,,high,scenario,SCN_集中渗漏_高水压,RepairScenario,Concept,instance_of
499,SCN_集中渗漏_高水压,has_defect,集中渗漏,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.1,,high,scenario,SCN_集中渗漏_高水压,RepairScenario,DefectFeature,has_defect
500,SCN_集中渗漏_高水压,has_condition,水压>0.1MPa,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.1,,high,scenario,SCN_集中渗漏_高水压,RepairScenario,DefectFeature,has_condition
501,SCN_集中渗漏_高水压,treated_by,灌浆堵漏法,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.1,,high,scenario,SCN_集中渗漏_高水压,RepairScenario,RepairMethod,treated_by
502,SCN_渗漏量很大,instance_of,RepairScenario,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.4,,high,scenario,SCN_渗漏量很大,RepairScenario,Concept,instance_of
503,SCN_渗漏量很大,has_defect,集中渗漏,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.4,,high,scenario,SCN_渗漏量很大,RepairScenario,DefectFeature,has_defect
504,SCN_渗漏量很大,has_condition,渗漏量很大,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.4,,high,scenario,SCN_渗漏量很大,RepairScenario,DefectFeature,has_condition
505,SCN_渗漏量很大,treated_by,周边斜孔引排,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,6.4.4,,high,scenario,SCN_渗漏量很大,RepairScenario,Concept,treated_by
506,SCN_潮湿渗水环境下裂缝处理,instance_of,RepairScenario,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,scenario,SCN_潮湿渗水环境下裂缝处理,RepairScenario,Concept,instance_of
507,SCN_潮湿渗水环境下裂缝处理,has_defect,混凝土裂缝,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,scenario,SCN_潮湿渗水环境下裂缝处理,RepairScenario,Defect,has_defect
508,SCN_潮湿渗水环境下裂缝处理,has_condition,潮湿和渗水环境,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,scenario,SCN_潮湿渗水环境下裂缝处理,RepairScenario,Concept,has_condition
509,SCN_潮湿渗水环境下裂缝处理,requires,不易被水稀释的环氧树脂灌浆材料,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,scenario,SCN_潮湿渗水环境下裂缝处理,RepairScenario,RepairMaterial,requires
510,SCN_潮湿渗水环境下裂缝处理,requires,固化快的环氧树脂灌浆材料,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,scenario,SCN_潮湿渗水环境下裂缝处理,RepairScenario,RepairMaterial,requires
511,SCN_潮湿渗水环境下裂缝处理,requires,湿粘结强度高的环氧树脂灌浆材料,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,scenario,SCN_潮湿渗水环境下裂缝处理,RepairScenario,RepairMaterial,requires
512,SCN_潮湿渗水环境下裂缝处理,requires,灌后混凝土满足相应强度要求,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,scenario,SCN_潮湿渗水环境下裂缝处理,RepairScenario,Concept,requires
513,SCN_潮湿渗水环境下裂缝处理,requires,灌后混凝土满足相应抗渗性要求,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,scenario,SCN_潮湿渗水环境下裂缝处理,RepairScenario,Concept,requires
514,SCN_高温低温环氧灌浆施工,instance_of,RepairScenario,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,5.1.3,,high,scenario,SCN_高温低温环氧灌浆施工,RepairScenario,Concept,instance_of
515,SCN_高温低温环氧灌浆施工,has_method,环氧树脂灌浆施工,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,5.1.3,,high,scenario,SCN_高温低温环氧灌浆施工,RepairScenario,Concept,related_to
516,SCN_高温低温环氧灌浆施工,has_condition,环境温度>35℃或<5℃,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,5.1.3,,high,scenario,SCN_高温低温环氧灌浆施工,RepairScenario,Concept,has_condition
517,SCN_高温低温环氧灌浆施工,requires,采取相应的温度控制措施,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,5.1.3,,high,scenario,SCN_高温低温环氧灌浆施工,RepairScenario,Concept,requires
518,SCN_无法形成干燥条件,instance_of,RepairScenario,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,scenario,SCN_无法形成干燥条件,RepairScenario,Concept,instance_of
519,SCN_无法形成干燥条件,has_condition,无法形成干燥条件,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,scenario,SCN_无法形成干燥条件,RepairScenario,Concept,has_condition
520,SCN_无法形成干燥条件,uses_material,亲水性界面剂,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.2.2,,high,scenario,SCN_无法形成干燥条件,RepairScenario,RepairMaterial,uses_material
521,SCN_修补厚度大于15cm,instance_of,RepairScenario,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.4,,high,scenario,SCN_修补厚度大于15cm,RepairScenario,Concept,instance_of
522,SCN_修补厚度大于15cm,has_condition,修补厚度>15cm,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.4,,high,scenario,SCN_修补厚度大于15cm,RepairScenario,Concept,has_condition
523,SCN_修补厚度大于15cm,requires,布设锚筋,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.4,,high,scenario,SCN_修补厚度大于15cm,RepairScenario,Concept,requires
524,SCN_磨损空蚀深度大于3cm,instance_of,RepairScenario,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.3,,high,scenario,SCN_磨损空蚀深度大于3cm,RepairScenario,Concept,instance_of
525,SCN_磨损空蚀深度大于3cm,has_defect,磨损和空蚀,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.3,,high,scenario,SCN_磨损空蚀深度大于3cm,RepairScenario,RiskOrIssue,has_defect
526,SCN_磨损空蚀深度大于3cm,has_condition,深度>3cm,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.3,,high,scenario,SCN_磨损空蚀深度大于3cm,RepairScenario,Concept,has_condition
527,SCN_磨损空蚀深度大于3cm,requires,凿除坑深度>15cm,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.3,,high,scenario,SCN_磨损空蚀深度大于3cm,RepairScenario,Concept,requires
528,SCN_磨损空蚀深度大于3cm,requires,布设插筋,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.3,,high,scenario,SCN_磨损空蚀深度大于3cm,RepairScenario,Concept,requires
529,SCN_磨损空蚀深度大于3cm,requires,布设钢筋网,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.3,,high,scenario,SCN_磨损空蚀深度大于3cm,RepairScenario,Concept,requires
530,SCN_静止裂缝修补,instance_of,RepairScenario,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,scenario,SCN_静止裂缝修补,RepairScenario,Concept,instance_of
531,SCN_静止裂缝修补,has_defect,静止裂缝,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,scenario,SCN_静止裂缝修补,RepairScenario,DefectFeature,has_defect
532,SCN_静止裂缝修补,treated_by,可即时修补,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,scenario,SCN_静止裂缝修补,RepairScenario,Concept,treated_by
533,SCN_静止裂缝修补,requires,根据裂缝性质选择修补材料,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,scenario,SCN_静止裂缝修补,RepairScenario,Defect,requires
534,SCN_静止裂缝修补,requires,根据裂缝性质选择修补方法,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,scenario,SCN_静止裂缝修补,RepairScenario,Defect,requires
535,SCN_活动裂缝修补,instance_of,RepairScenario,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,scenario,SCN_活动裂缝修补,RepairScenario,Concept,instance_of
536,SCN_活动裂缝修补,has_defect,活动裂缝,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,scenario,SCN_活动裂缝修补,RepairScenario,DefectFeature,has_defect
537,SCN_活动裂缝修补,requires,先消除成因,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,scenario,SCN_活动裂缝修补,RepairScenario,Concept,requires
538,SCN_活动裂缝修补,requires,确认裂缝稳定,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,scenario,SCN_活动裂缝修补,RepairScenario,Defect,requires
539,SCN_活动裂缝修补,treated_by,SCN_静止裂缝修补,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,scenario,SCN_活动裂缝修补,RepairScenario,RepairScenario,treated_by
540,ELSY_面板缺陷检查,instance_of,面板堆石坝面板检查与检修案例,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,Case,Case,instance_of
541,ELSY_面板缺陷检查,investigated_by,无人机高清图像普查,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,Case,InvestigationMethod,investigated_by
542,ELSY_面板缺陷检查,investigated_by,人工详查,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,Case,InvestigationMethod,investigated_by
543,ELSY_面板缺陷检查,applicable_to,高程185m以上面板,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,Case,Location,applicable_to
544,ELSY_面板缺陷检查,applicable_to,外露趾板,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,Case,Location,applicable_to
545,无人机高清图像普查,used_for,面板破损识别,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,InvestigationMethod,Location,used_for
546,无人机高清图像普查,used_for,裂缝识别,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,InvestigationMethod,Defect,used_for
547,无人机高清图像普查,used_for,止水缺损识别,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,InvestigationMethod,Concept,used_for
548,无人机高清图像普查,used_for,挤压破坏识别,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,InvestigationMethod,RiskOrIssue,used_for
549,人工详查,used_for,长大裂缝复查,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,InvestigationMethod,Defect,used_for
550,人工详查,used_for,面板破损复查,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,InvestigationMethod,Location,used_for
551,人工详查,used_for,挤压破坏复查,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,InvestigationMethod,RiskOrIssue,used_for
552,高精度裂缝测宽仪,used_for,裂缝宽度检测,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,InvestigationMethod,InvestigationMethod,used_for
553,混凝土裂缝综合检测仪,used_for,裂缝深度检测,额勒赛下游水电项目上电站大坝面板检修方案,2.2,,high,case,,InvestigationMethod,InvestigationMethod,used_for
554,ELSY_铺盖区检查,investigated_by,多波束测深系统,额勒赛下游水电项目上电站大坝面板检修方案,2.3,,high,case,,Case,InvestigationMethod,investigated_by
555,ELSY_铺盖区检查,verified_by,水下摄像,额勒赛下游水电项目上电站大坝面板检修方案,2.3,,high,case,,Case,InvestigationMethod,verified_by
556,ELSY_铺盖区检查,applicable_to,坝前铺盖区,额勒赛下游水电项目上电站大坝面板检修方案,2.3,,high,case,,Case,Location,applicable_to
557,ELSY_铺盖区检查,applicable_to,两岸趾板部位,额勒赛下游水电项目上电站大坝面板检修方案,2.3,,high,case,,Case,Location,applicable_to
558,ELSY_22_24面板底部破损区,occurs_at,右岸22#～24#面板底部靠近垂直缝部位,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Case,Location,occurs_at
559,ELSY_22_24面板底部破损区,has_defect,面板挤压破损,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Case,Location,has_defect
560,ELSY_22_24面板底部破损区,has_defect,贯穿性裂缝,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Case,DefectFeature,has_defect
561,ELSY_22_24面板底部破损区,treated_by,破损面板恢复,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Case,Location,treated_by
562,ELSY_22_24面板底部破损区,treated_by,垫层灌浆,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Case,Concept,treated_by
563,ELSY_22_24面板底部破损区,treated_by,面板贯穿裂缝防渗处理,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Case,Location,treated_by
564,ELSY_22_24面板底部破损区,treated_by,表面柔性封闭,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Case,RepairMethod,treated_by
565,面板挤压破损,may_lead_to,失去整体性,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,RiskOrIssue,may_lead_to
566,贯穿性裂缝,may_lead_to,面板渗漏通道,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,DefectFeature,Location,may_lead_to
567,贯穿性裂缝,may_lead_to,结构整体性降低,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,DefectFeature,RiskOrIssue,may_lead_to
568,裂缝渗漏与面板结构破坏相互作用,may_lead_to,更大程度的面板破损,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,Location,may_lead_to
569,面板拆除恢复,requires,保留两侧垂直缝铜止水,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,Location,requires
570,面板拆除恢复,requires,保留底部周边缝下部铜止水,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,Location,requires
571,垫层细颗粒流失,treated_by,改性垫层料置换,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,RiskOrIssue,Concept,treated_by
572,垫层灌浆,uses_material,水泥粉煤灰浆液,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Concept,RepairMaterial,uses_material
573,垫层灌浆,uses_material,水泥黏土浆液,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Concept,RepairMaterial,uses_material
574,垫层灌浆封孔,uses_material,环氧砂浆,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,RepairMethod,RepairMaterial,uses_material
575,垫层灌浆封孔,uses_material,手刮聚脲,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,RepairMethod,RepairMaterial,uses_material
576,面板贯穿裂缝处理,requires_precondition,垫层灌浆完成,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,Concept,requires_precondition
577,面板贯穿裂缝处理,treated_by,切割并凿槽,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,RepairMethod,treated_by
578,面板贯穿裂缝处理,treated_by,缝槽清洗和干燥,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,Concept,treated_by
579,面板贯穿裂缝处理,uses_material,弹性环氧胶泥配套界面剂,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,RepairMaterial,uses_material
580,面板贯穿裂缝处理,uses_material,环氧胶泥,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,RepairMaterial,uses_material
581,面板贯穿裂缝处理,uses_material,手刮聚脲,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,RepairMaterial,uses_material
582,缝槽宽度,has_value,10cm,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Concept,Concept,has_index_requirement
583,缝槽深度,has_value,8-10cm,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Concept,Concept,has_index_requirement
584,手刮聚脲封闭层,has_value,2mm,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,RepairMaterial,Concept,has_index_requirement
585,周边缝止水恢复,applicable_to,23#、24#和27#面板底部周边缝,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,Location,applicable_to
586,周边缝止水,has_defect,破损,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,RiskOrIssue,has_defect
587,周边缝止水恢复,treated_by,按原设计鼓包恢复,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,RepairMethod,treated_by
588,周边缝止水恢复,uses_material,聚脲封闭涂层,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,Location,RepairMaterial,uses_material
589,表面柔性封闭,uses_material,复合土工膜,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,RepairMethod,RepairMaterial,uses_material
590,表面柔性封闭,has_goal,提高面板结构防渗耐久性,额勒赛下游水电项目上电站大坝面板检修方案,2.4,,high,case,,RepairMethod,Location,has_goal
591,弹性环氧胶泥,has_index_requirement,可操作性时间170min,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-1,,high,case,,RepairMaterial,Concept,has_index_requirement
592,弹性环氧胶泥,has_index_requirement,固化时间约540min,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-1,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
593,弹性环氧胶泥,has_index_requirement,拉伸强度3.8MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-1,,high,case,,RepairMaterial,Concept,has_index_requirement
594,弹性环氧胶泥,has_index_requirement,拉伸断裂伸长率240%,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-1,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
595,弹性环氧胶泥,has_index_requirement,与湿混凝土面粘接强度>3.0MPa或胶体拉伸破坏,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-1,,high,case,,RepairMaterial,Concept,has_index_requirement
596,弹性环氧胶泥,has_index_requirement,与干混凝土面粘接强度>3.5MPa或胶体拉伸破坏,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-1,,high,case,,RepairMaterial,Concept,has_index_requirement
597,复合土工膜,has_index_requirement,单位面积质量≥1600g/m2,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
598,复合土工膜,has_index_requirement,膜厚0.8mm,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
599,复合土工膜,has_index_requirement,纵横向断裂强度≥18.0kN/m,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
600,复合土工膜,has_index_requirement,纵横向标准强度对应伸长率≥80%,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
601,复合土工膜,has_index_requirement,CBR顶破强力≥3.0kN,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
602,复合土工膜,has_index_requirement,纵横向撕破强力≥0.62kN,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
603,复合土工膜,has_index_requirement,耐静水压≥1.0MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
604,复合土工膜,has_index_requirement,剥离强度≥6N/cm,额勒赛下游水电项目上电站大坝面板检修方案,表2.4-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
605,ELSY_垂直缝顶部止水更换,occurs_at,高程185.0m～235.0m垂直缝顶部,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,Case,Location,occurs_at
606,垂直缝顶部止水结构,has_defect,盖片表面破损,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,Location,RiskOrIssue,has_defect
607,垂直缝顶部止水结构,has_defect,不锈钢压条锈蚀破坏,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,Location,RepairMaterial,has_defect
608,ELSY_垂直缝顶部止水更换,treated_by,原止水结构拆除,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,Case,RepairMethod,treated_by
609,ELSY_垂直缝顶部止水更换,treated_by,基面清理及打磨,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,Case,RepairMethod,treated_by
610,ELSY_垂直缝顶部止水更换,treated_by,塑性填料修复,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,Case,RepairMaterial,treated_by
611,ELSY_垂直缝顶部止水更换,treated_by,聚脲涂层施工,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,Case,RepairMaterial,treated_by
612,原止水结构拆除,uses_material,环氧砂浆填塞螺栓孔洞,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,RepairMethod,RepairMaterial,uses_material
613,塑性填料修复,uses_material,薄片状塑性填料,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,RepairMaterial,RepairMaterial,uses_material
614,聚脲涂层施工,uses_material,界面剂,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,RepairMaterial,RepairMaterial,uses_material
615,聚脲涂层施工,uses_material,胎基布,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,RepairMaterial,RepairMaterial,uses_material
616,聚脲涂层施工,uses_material,聚脲,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,RepairMaterial,RepairMaterial,uses_material
617,聚脲涂层总厚度,has_value,4mm,额勒赛下游水电项目上电站大坝面板检修方案,2.5,,high,case,,RepairMaterial,Concept,has_index_requirement
618,ELSY_面板裂缝分类,classified_as,A类裂缝,额勒赛下游水电项目上电站大坝面板检修方案,2.6.1,,high,case,,Case,DefectFeature,classified_as
619,ELSY_面板裂缝分类,classified_as,B类裂缝,额勒赛下游水电项目上电站大坝面板检修方案,2.6.1,,high,case,,Case,DefectFeature,classified_as
620,ELSY_面板裂缝分类,classified_as,C类裂缝,额勒赛下游水电项目上电站大坝面板检修方案,2.6.1,,high,case,,Case,DefectFeature,classified_as
621,ELSY_面板裂缝分类,classified_as,D类裂缝,额勒赛下游水电项目上电站大坝面板检修方案,2.6.1,,high,case,,Case,DefectFeature,classified_as
622,A类裂缝,defined_as,龟裂或细微裂缝,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,defined_as
623,A类裂缝,has_index_requirement,缝宽<0.2mm,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,has_index_requirement
624,A类裂缝,has_index_requirement,缝深<300mm,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,has_index_requirement
625,B类裂缝,defined_as,表面或浅层裂缝,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,defined_as
626,B类裂缝,has_index_requirement,0.2mm≤缝宽<0.3mm,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,has_index_requirement
627,B类裂缝,has_index_requirement,300mm≤缝深<1000mm且不超过结构厚度1/4,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,has_index_requirement
628,C类裂缝,defined_as,深层裂缝,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,defined_as
629,C类裂缝,has_index_requirement,0.3mm≤缝宽<0.4mm,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,has_index_requirement
630,C类裂缝,has_index_requirement,1000mm≤缝深<2000mm或大于结构厚度1/4,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,has_index_requirement
631,D类裂缝,defined_as,贯穿性裂缝,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,defined_as
632,D类裂缝,has_index_requirement,缝宽≥0.4mm,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,has_index_requirement
633,D类裂缝,has_index_requirement,缝深≥2000mm或大于2/3结构厚度,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-1,,high,case,,DefectFeature,DefectFeature,has_index_requirement
634,面板裂缝,classified_as,活缝,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,Location,DefectFeature,classified_as
635,面板裂缝,has_condition,随时间和荷载变化而发展,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,Location,Concept,has_condition
636,面板裂缝,has_issue,仍存在新增裂缝,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,Location,Defect,has_issue
637,已处理裂缝,has_issue,存在破损,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,Defect,RiskOrIssue,has_issue
638,ELSY_面板裂缝处理,has_principle,优先选择柔性处理方案,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,Case,Concept,has_principle
639,ELSY_面板裂缝处理,treated_by,缝内化学灌浆,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,Case,RepairMethod,treated_by
640,ELSY_面板裂缝处理,treated_by,缝口封闭,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,Case,Concept,treated_by
641,ELSY_面板裂缝处理,treated_by,聚脲表面处理,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,Case,RepairMaterial,treated_by
